name,category,code,image_url,brand,inventory,market_price,price,maker,country_of_origin,delivery_method,delivery_fee,sub_category,condition,option,option_price,description
[경기광주축협]자연채 갈비세트3호,199,03-01-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-01-02.jpg,경기광주축협,999,230000,213400,경기광주축협,한국,101,0,2,100,,,찜갈비 800g×5
[경기광주축협]자연채 갈비혼합세트알뜰2호,199,03-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-02.jpg,경기광주축협,999,110000,101200,경기광주축협,한국,101,0,2,100,,,"찜갈비 800g, 국거리 600g, 불고기 600g"
[경기광주축협]자연채 로스구이세트1호,199,03-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-03.jpg,경기광주축협,999,190000,175600,경기광주축협,한국,101,0,2,100,,,등심 600g×3
[경기광주축협]자연채 혼합세트2품,199,03-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-04.jpg,경기광주축협,999,185000,171200,경기광주축협,한국,101,0,2,100,,,"등심 600g×2, 국거리 600g, 불고기 600g, 양념장"
[경기광주축협]자연채 혼합세트3품,199,03-04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-04-01.jpg,경기광주축협,999,68000,62300,경기광주축협,한국,101,0,2,100,,,"국거리 600g, 불고기 600g, 양념장"
[경기광주축협]자연채 혼합세트4품,199,03-04-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-04-02.jpg,경기광주축협,999,95000,85600,경기광주축협,한국,101,0,2,100,,,"국거리 600g, 불고기 600g, 적거리 600g, "
[경기광주축협]자연채 효드림세트1품,199,03-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-05.jpg,경기광주축협,999,86000,78900,경기광주축협,한국,101,0,2,100,,,"우족 2kg, 사태 600g"
[경기광주축협]자연채 효드림세트2품,199,03-05-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-05-01.jpg,경기광주축협,999,85000,76700,경기광주축협,한국,101,0,2,100,,,"사골 2kg, 사태 600g"
[경기광주축협]자연채 꼬리세트1호,199,03-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-06.jpg,경기광주축협,999,193000,181200,경기광주축협,한국,101,0,2,100,,,꼬리 9kg
[경기광주축협]자연채 꼬리세트2호,199,03-06-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//03-06-01.jpg,경기광주축협,999,98000,91200,경기광주축협,한국,101,0,2,100,,,꼬리 4kg
[名品횡성한우]명품세트1호,199,04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-01.jpg,㈜명품횡성청정한우,999,400000,357800,㈜명품횡성청정한우,한국,101,0,2,100,,,"등심 700g×2, 로스 700g×2, 특수부위 700g"
[名品횡성한우]명품세트2호,199,04-01-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-01-01.jpg,㈜명품횡성청정한우,999,230000,213400,㈜명품횡성청정한우,한국,101,0,2,100,,,"등심 700g, 로스 700g, 특수부위 700g"
[名品횡성한우]명품세트3호,199,04-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-02.jpg,㈜명품횡성청정한우,999,198000,183400,㈜명품횡성청정한우,한국,101,0,2,100,,,"등심 600g, 로스 600g, 특수부위 600g"
[名品횡성한우]명품세트4호,199,04-02-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-02-01.jpg,㈜명품횡성청정한우,999,135000,125600,㈜명품횡성청정한우,한국,101,0,2,100,,,"로스 600g, 불고기 600g, 국거리 600g"
[名品횡성한우]특품 찜갈비세트1호,199,04-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-03.jpg,㈜명품횡성청정한우,999,320000,281200,㈜명품횡성청정한우,한국,101,0,2,100,,,찜갈비 700g×5
[名品횡성한우]특품 찜갈비세트2호,199,04-03-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-03-01.jpg,㈜명품횡성청정한우,999,260000,235000,㈜명품횡성청정한우,한국,101,0,2,100,,,찜갈비 700g×4
[名品횡성한우]특품 찜갈비세트3호,199,04-03-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-03-02.jpg,㈜명품횡성청정한우,999,200000,177800,㈜명품횡성청정한우,한국,101,0,2,100,,,찜갈비 700g×3
[名品횡성한우]명품 정육세트1호,199,04-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-04.jpg,㈜명품횡성청정한우,999,200000,188900,㈜명품횡성청정한우,한국,101,0,2,100,,,"불고기 700g×2, 국거리 700g×2, 장조림 700g"
[名品횡성한우]명품 정육세트2호,199,04-04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-04-01.jpg,㈜명품횡성청정한우,999,115000,111200,㈜명품횡성청정한우,한국,101,0,2,100,,,"불고기 700g, 국거리 700g, 산적 700g"
[名品횡성한우]명품 정육세트3호,199,04-04-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-04-02.jpg,㈜명품횡성청정한우,999,132500,127800,㈜명품횡성청정한우,한국,101,0,2,100,,,"등심 600g, 불고기 600g, 국거리 600g"
[名品횡성한우]명품 정육세트4호,199,04-04-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-04-03.jpg,㈜명품횡성청정한우,999,101000,97300,㈜명품횡성청정한우,한국,101,0,2,100,,,"불고기 600g, 국거리 600g, 장조림 600g"
[논산축협]1등급 프리미엄 갈비세트1호,199,04-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-05.jpg,논산축협,999,129000,121900,논산축협,한국,101,0,2,100,,,찜갈비 2.4kg
[논산축협]1등급 프리미엄 갈비세트2호,199,04-05-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-05-01.jpg,논산축협,999,169000,159700,논산축협,한국,101,0,2,100,,,찜갈비 3.2kg
[논산축협]1등급 프리미엄 갈비세트4호,199,04-05-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-05-02.jpg,논산축협,999,289000,273000,논산축협,한국,101,0,2,100,,,찜갈비 5.8kg
[논산축협]프리미엄 정육세트4호,199,04-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//04-06.jpg,논산축협,999,109000,103000,논산축협,한국,101,0,2,100,,,"찜갈비 800g, 국거리 800g, 불고기 800g"
[남해친환경한우]갈비세트1호,199,05-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-01.jpg,㈜우리축산,999,225000,208900,㈜우리축산,한국,101,0,2,100,,,찜갈비 800g×4
[남해친환경한우]갈비세트2호,199,05-01-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-01-01.jpg,㈜우리축산,999,190000,175600,㈜우리축산,한국,101,0,2,100,,,"찜갈비 800g×3, 한우볶음고추장"
[남해친환경한우]특선 혼합세트1호,199,05-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-02.jpg,㈜우리축산,999,120000,111200,㈜우리축산,한국,101,0,2,100,,,"국거리 700g, 불고기 700g, 산적 700g, 장조림 700g"
[남해친환경한우]특선 혼합세트2호,199,05-02-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-02-01.jpg,㈜우리축산,999,108000,100000,㈜우리축산,한국,101,0,2,100,,,"국거리 700g, 불고기 700g, 산적 700g, 한우볶음고추장"
[한림원]소갈비 정육세트3호,199,05-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-03.jpg,한림육가공㈜,999,90000,79300,한림육가공㈜,한국,101,0,2,100,,,"찜갈비 1.6kg, 사태 800g"
[한림원]소갈비 정육세트4호,199,05-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-04.jpg,한림육가공㈜,999,100000,88200,한림육가공㈜,한국,101,0,2,100,,,"불고기 1.6kg, 사태 800g, 양지 800g"
[한림원]소갈비세트3호,199,05-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-05.jpg,한림육가공㈜,999,90000,79300,한림육가공㈜,한국,101,0,2,100,,,찜갈비 800g×3
호주산 LA갈비,200,05-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//05-06.jpg,㈜한울,999,80000,71200,㈜한울,호주,101,0,2,100,,,"갈비 2kg, 찜갈비 1kg"
[영광해풍]오가굴비1호,207,06-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-01.jpg,영광수산영어영농조합법인,999,112000,102000,영광수산영어영농조합법인,한국,101,0,2,100,,,23cm이상×10미
[영광해풍]오가굴비2호,207,06-01-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-01-01.jpg,영광수산영어영농조합법인,999,83000,76500,영광수산영어영농조합법인,한국,101,0,2,100,,,22cm이상×10미
[영광해풍]오가굴비3호,207,06-01-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-01-02.jpg,영광수산영어영농조합법인,999,62000,56700,영광수산영어영농조합법인,한국,101,0,2,100,,,21cm이상×10미
[영광해풍]오가굴비4호,207,06-01-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-01-03.jpg,영광수산영어영농조합법인,999,49800,46200,영광수산영어영농조합법인,한국,101,0,2,100,,,20cm이상×10미
명품굴비 딱돔1호,207,06-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-02.jpg,영광황토굴비(영),999,210000,197800,영광황토굴비(영),한국,101,0,2,100,,,"10미(1,550g이상, 24cm)"
굴비애찬특선1호,207,06-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-03.jpg,㈜바다수산,999,100000,67800,㈜바다수산,한국,101,0,2,100,,,21cm×10미
굴비애찬특선2호,207,06-03-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-03-01.jpg,㈜바다수산,999,140000,83400,㈜바다수산,한국,101,0,2,100,,,21~22cm×10미
굴비애찬알배기2호,207,06-03-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-03-02.jpg,㈜바다수산,999,130000,94500,㈜바다수산,한국,101,0,2,100,,,22cm×10미
강가네굴비특품1호,207,06-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-04.jpg,수공수산,999,84000,78900,수공수산,한국,101,0,2,100,,,"10미(110g, 꼬리포함 21~22cm)"
강가네굴비특품2호,207,06-04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-04-01.jpg,수공수산,999,141000,133400,수공수산,한국,101,0,2,100,,,"10미(130g, 꼬리포함 23~24cm)"
굴비애 실속세트특선,207,06-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-05.jpg,영광황토굴비(영),999,68000,61200,영광황토굴비(영),한국,101,0,2,100,,,21cm×14미
영광법성포 녹차굴비1호,207,06-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-06.jpg,㈜쌍용굴비,999,33000,30600,㈜쌍용굴비,한국,101,0,2,100,,,20미
영광법성포 녹차굴비2호,207,06-06-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-06-01.jpg,㈜쌍용굴비,999,54000,50000,㈜쌍용굴비,한국,101,0,2,100,,,40미
영광법성포 녹차굴비3호,207,06-06-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-06-02.jpg,㈜쌍용굴비,999,70000,64800,㈜쌍용굴비,한국,101,0,2,100,,,50미
[해미찬]영광굴비 딱돔1호,207,06-07,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-07.jpg,영광해미찬 영어조합법인,999,520000,472300,영광해미찬 영어조합법인,한국,101,0,2,100,,,오가 27cm이상×10미
[해미찬]영광굴비 딱돔2호,207,06-07-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-07-01.jpg,영광해미찬 영어조합법인,999,378000,350000,영광해미찬 영어조합법인,한국,101,0,2,100,,,오가 26cm이상×10미
[해미찬]영광굴비 딱돔3호,207,06-07-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-07-02.jpg,영광해미찬 영어조합법인,999,289000,267300,영광해미찬 영어조합법인,한국,101,0,2,100,,,오가 25cm이상×10미
[해미찬]영광굴비 딱돔4호,207,06-07-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-07-03.jpg,영광해미찬 영어조합법인,999,199000,184300,영광해미찬 영어조합법인,한국,101,0,2,100,,,오가 24cm이상×10미
[해미찬]영광굴비 명품세트국,207,06-08,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-08.jpg,영광해미찬 영어조합법인,999,145000,132300,영광해미찬 영어조합법인,한국,101,0,2,100,,,"오가 22cm이상×10미,고추장굴비 150g×2, 천일염 200g"
[해미찬]영광굴비 명품세트난,207,06-08-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//06-08-01.jpg,영광해미찬 영어조합법인,999,180000,161200,영광해미찬 영어조합법인,한국,101,0,2,100,,,"오가 24cm이상×10미,고추장굴비 150g×2, 천일염 200g"
강동오 제주大 고등어살1호,205,07-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-01.jpg,이제주섬(영),999,65000,50000,이제주섬(영),한국,101,0,2,100,,,1.5kg(7팩)
강동오 제주大 고등어살2호,205,07-01-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-01-01.jpg,이제주섬(영),999,50000,42300,이제주섬(영),한국,101,0,2,100,,,1.1kg(5~6팩)
강동오 제주大 고등어살특호,205,07-01-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-01-02.jpg,이제주섬(영),999,90000,61200,이제주섬(영),한국,101,0,2,100,,,2kg(8~9팩)
제주명품 秀세트2호,205,07-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-02.jpg,이제주섬(영),999,80000,73400,이제주섬(영),한국,101,0,2,100,,,"은갈치 700g×2, 고등어살 1.2kg×6"
제주명품 秀세트특선,205,07-02-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-02-01.jpg,이제주섬(영),999,89000,80000,이제주섬(영),한국,101,0,2,100,,,"홍옥돔 550g×3, 은갈치 350g, 고등어살 800g×4"
제주愛 명작(300개 한정)NO.7,205,07-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-03.jpg,이제주섬(영),999,145000,133400,이제주섬(영),한국,101,0,2,100,,,"은갈치 1.2kg×3, 홍옥돔 650g×3, 천일염 100g"
[하루방]은갈치세트특2호,205,07-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-04.jpg,㈜청룡수산,999,115000,107800,㈜청룡수산,한국,101,0,2,100,,,4미(1.6kg)
[하루방]은갈치세트프리미엄,205,07-04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-04-01.jpg,㈜청룡수산,999,165000,155600,㈜청룡수산,한국,101,0,2,100,,,4미(2.2kg)
[하루방]혼합세트,205,07-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-05.jpg,㈜청룡수산,999,104000,96700,㈜청룡수산,한국,101,0,2,100,,,"갈치 400g×2, 옥돔 200g×3"
[하루방]옥돔세트,205,07-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-06.jpg,㈜청룡수산,999,114000,105600,㈜청룡수산,한국,101,0,2,100,,,6미(1.2kg)
제주 간고등어살,205,07-07,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-07.jpg,제주올레수산,999,55000,53400,제주올레수산,한국,101,0,2,100,,,3kg(14~16팩)
제주 옥돔,205,07-08,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-08.jpg,제주올레수산,999,70000,66700,제주올레수산,한국,101,0,2,100,,,1kg(4미)
제주 은갈치,205,07-09,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//07-09.jpg,제주올레수산,999,110000,106700,제주올레수산,한국,101,0,2,100,,,400g×4미
[50년간잽이 이동삼]안동간고등어1호,205,08-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-01.jpg,㈜안동간고등어,999,23500,22100,㈜안동간고등어,한국,101,0,2,100,,,330g×7손(14마리)
[50년간잽이 이동삼]안동간고등어2호,205,08-01-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-01-01.jpg,㈜안동간고등어,999,35900,34000,㈜안동간고등어,한국,101,0,2,100,,,400g×7손(14마리)
[50년간잽이 이동삼]안동간고등어3호,205,08-01-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-01-02.jpg,㈜안동간고등어,999,48500,45900,㈜안동간고등어,한국,101,0,2,100,,,500g×7손(14마리)
[50년간잽이 이동삼]순살 안동간고등어2호,205,08-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-02.jpg,㈜안동간고등어,999,40900,38900,㈜안동간고등어,한국,101,0,2,100,,,150g×10
[50년간잽이 이동삼]순살 안동간고등어3호,205,08-02-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-02-01.jpg,㈜안동간고등어,999,58500,55100,㈜안동간고등어,한국,101,0,2,100,,,150g×15
[50년간잽이 이동삼]순살 안동간고등어4호,205,08-02-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-02-02.jpg,㈜안동간고등어,999,75500,71500,㈜안동간고등어,한국,101,0,2,100,,,150g×20
[50년간잽이 이동삼]프리미엄죽염 안동간고등어1호,205,08-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-03.jpg,㈜안동간고등어,999,18500,17400,㈜안동간고등어,한국,101,0,2,100,,,140g×5
[50년간잽이 이동삼]프리미엄죽염 안동간고등어2호,205,08-03-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-03-01.jpg,㈜안동간고등어,999,30500,28800,㈜안동간고등어,한국,101,0,2,100,,,140g×11
[50년간잽이 이동삼]프리미엄죽염 안동간고등어3호,205,08-03-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-03-02.jpg,㈜안동간고등어,999,41900,39700,㈜안동간고등어,한국,101,0,2,100,,,140g×16
[안동간고등어]풍산고을 어머니의손맛1호,205,08-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-04.jpg,태성유통,999,20000,15600,태성유통,한국,101,0,2,100,,,400g이상 3손(6미)
[안동간고등어]풍산고을 어머니의손맛2호,205,08-04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-04-01.jpg,태성유통,999,25000,21700,태성유통,한국,101,0,2,100,,,400g이상 5손(10미)
[안동간고등어]풍산고을 어머니의손맛3호,205,08-04-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-04-02.jpg,태성유통,999,32000,27600,태성유통,한국,101,0,2,100,,,400g이상 7손(14미)
[안동간고등어]풍산고을 어머니의손맛4호,205,08-04-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-04-03.jpg,태성유통,999,42000,36500,태성유통,한국,101,0,2,100,,,400g이상 10손(20미)
코다리세트,205,08-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-05.jpg,그린수산,999,21000,19500,그린수산,러시아,101,0,2,100,,,350g 이상×5
[바다농장]완도 참전복(1kg)1호,205,08-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-06.jpg,바다농장,999,105000,100000,바다농장,한국,101,0,2,100,,,9~10미
[바다농장]완도 참전복(1kg)2호,205,08-06-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-06-01.jpg,바다농장,999,100000,94500,바다농장,한국,101,0,2,100,,,10~11미
[바다농장]완도 참전복(1kg)3호,205,08-06-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-06-02.jpg,바다농장,999,85000,83400,바다농장,한국,101,0,2,100,,,11~12미
[바다농장]완도 참전복(1kg)4호,205,08-06-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-06-03.jpg,바다농장,999,80000,77800,바다농장,한국,101,0,2,100,,,13~14미
[바다향]팔각세트참멸치,207,08-07,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-07.jpg,㈜해향유통,999,97600,92300,㈜해향유통,한국,101,0,2,100,,,참멸치 800g
[바다향]팔각세트명품,207,08-07-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-07-01.jpg,㈜해향유통,999,70000,66700,㈜해향유통,한국,101,0,2,100,,,"볶음용 300g, 볶음조림용 250g, 조림용 250g, 국물용 230g"
[바다향]팔각세트혼합,207,08-07-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-07-02.jpg,㈜해향유통,999,78000,73400,㈜해향유통,한국,101,0,2,100,,,"조림용 250g, 꽃새우 150g, 국물용 230g, 볶음용 300g"
[바다향]한아름세트,207,08-08,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-08.jpg,㈜해향유통,999,62000,58900,㈜해향유통,한국,101,0,2,100,,,"꽃새우 110g, 조림용 170g, 조림용(특) 160g, 조림용 140g, 국물용 140g×2"
[바다향]지함세트1호,207,08-09,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-09.jpg,㈜해향유통,999,64000,60000,㈜해향유통,한국,101,0,2,100,,,"조림용 280g, 꽃새우 180g, 국물용 230g"
[바다향]지함세트2호,207,08-09-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//08-09-01.jpg,㈜해향유통,999,57000,54500,㈜해향유통,한국,101,0,2,100,,,"볶음용 300g, 조림용 280g, 국물용 230g"
[청정해]바다선물세트스페셜골드4호,207,09-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-01.jpg,청정해식품,999,35000,28900,청정해식품,한국,101,0,2,100,,,"중멸치 210g, 소멸치 230g, 다시마 160g"
[청정해]바다선물세트스페셜골드5호,207,09-01-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-01-01.jpg,청정해식품,999,31000,26200,청정해식품,한국,101,0,2,100,,,"중멸치 210g×2, 다시마 160g"
[통영愛명작]스페셜세트,207,09-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-02.jpg,통영사람들,999,57000,53400,통영사람들,한국,101,0,2,100,,,"대멸치 330g, 중멸치 330g, 세멸치 340g"
[통영愛명작]지함세트No8,207,09-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-03.jpg,통영사람들,999,38000,34500,통영사람들,한국,101,0,2,100,,,"소멸치 200g×2, 중멸치 200g×2"
[통영愛명작]지함세트No4,207,09-03-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-03-01.jpg,통영사람들,999,75000,68900,통영사람들,한국,101,0,2,100,,,"대멸치 330g×2, 중멸치 330g, 소멸치 340g"
[통영愛명작]지함세트No9,207,09-03-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-03-02.jpg,통영사람들,999,33000,30000,통영사람들,한국,101,0,2,100,,,"대멸치 200g×2, 중멸치 200g×2"
[통영愛명작]지함세트No10,207,09-03-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-03-03.jpg,통영사람들,999,27000,23400,통영사람들,한국,101,0,2,100,,,"대멸치 200g, 중멸치 200g, 소멸치 200g"
[미래건해]팔각지함세트3호,207,09-04,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-04.jpg,미래건해㈜,999,53000,48900,미래건해㈜,한국,101,0,2,100,,,"자멸치 200g, 소멸치 200g, 대멸치 200g, 세멸치 200g"
[미래건해]팔각지함세트1호,207,09-04-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-04-01.jpg,미래건해㈜,999,55000,51200,미래건해㈜,한국,101,0,2,100,,,"세멸치 200g, 소멸치 200g, 대멸치 200g, 새우 140g"
[미래건해]한아름세트,207,09-05,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-05.jpg,미래건해㈜,999,65000,57800,미래건해㈜,한국,101,0,2,100,,,"세멸치 170g, 자멸치 160g, 중멸치 140g, 대멸치 140g, 죽방멸치 140g, 새우 120g"
[미래건해]자연가득 멸치세트1호,207,09-06,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-06.jpg,미래건해㈜,999,39000,35600,미래건해㈜,한국,101,0,2,100,,,"자멸치 500g, 중멸치 500g, 대멸치 500g"
[미래건해]자연가득 멸치세트2호,207,09-06-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-06-01.jpg,미래건해㈜,999,28000,25600,미래건해㈜,한국,101,0,2,100,,,"자멸치 300g, 중멸치 300g, 대멸치 300g"
만전골드세트,207,09-07,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-07.jpg,만전식품,999,60000,57500,만전식품,한국,101,0,1,100,,,"클로렐라돌김 전장 25g×8봉, 돌김 45g×4캔"
[아미수]어머니의손맛 김1호,207,09-08,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-08.jpg,㈜정가네푸드,999,31000,29800,㈜정가네푸드,한국,101,0,1,100,,,"식탁 20g×10, 돌김 20g, 간장찍어먹는김 20g, 재래 35g, 도시락 5g×24, 볶은돌김 70g"
[아미수]어머니의손맛 김2호,207,09-08-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-08-01.jpg,㈜정가네푸드,999,38000,36700,㈜정가네푸드,한국,101,0,1,100,,,"식탁 20g×10, 돌김 20g, 간장찍어먹는김 20g, 재래 35g×2, 도시락 5g×36, 볶은돌김 70g×2, 미역 50g"
[아미수]어머니의손맛 김3호,207,09-08-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-08-02.jpg,㈜정가네푸드,999,62000,59500,㈜정가네푸드,한국,101,0,1,100,,,"식탁 20g×24, 돌김 20g×4, 재래 35g×2, 도시락 5g×36, 볶은돌김 70g×4, 미역 50g"
[지도표 성경김]명절기획세트3호,207,09-09,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-09.jpg,성경식품,999,21000,20200,성경식품,한국,101,0,1,100,,,"녹차김(소) 30gx4, 식탁김 3단(4gx3)x3, 함초칼슘돌자반 180g,  
      누룽지 150g, 미역 40g"
[지도표 성경김]명절기획세트9호,207,09-09-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//09-09-01.jpg,성경식품,999,11500,11300,성경식품,한국,101,0,1,100,,,"녹차김30g×3, 식탁김(4g×3)×2, 돌미역30g"
[과일명과]진품 사과·배 혼합세트,175,10-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//10-01.jpg,일조 F&V,999,110000,104200,일조 F&V,한국,101,0,2,100,,,"7.5kg(사과 6과, 배 6과)"
명품사과 사각세트,175,10-02,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//10-02.jpg,항도,999,44000,40000,항도,한국,101,0,2,100,,,3.5kg(8과)
특품 사과·배 혼합세트1호,175,10-03,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//10-03.jpg,삼남영농조합,999,45000,43400,삼남영농조합,한국,101,0,2,100,,,"5kg(사과 8과, 배 4과)"
특품 사과·배 혼합세트2호,175,10-03-01,http://bizmkt.interparkb2b.co.kr/data/goods/other/bizmkt//10-03-01.jpg,삼남영농조합,999,60000,57800,삼남영농조합,한국,101,0,2,100,,,"6kg(사과 8과, 배 4과)"
